reporteriso3,hs6,partneriso3,mfn,prf,PTA,hs2,sector,broad_sectors,pfm,reporter_region,reporter_dev,reporter_wbgroup,partner_region,partner_dev,partner_wbgroup
THA,180631,SGP,10.0,0.0,1,18,16-24  Foodstuffs,Agriculture,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,290519,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,842519,SGP,5.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,621120,SGP,30.000002,0.0,1,62,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,711411,SGP,20.0,0.0,1,71,68-71  Stone / Glass ,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
THA,850120,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,901832,SGP,5.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,690890,SGP,30.000002,0.0,1,69,68-71  Stone / Glass ,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,841590,SGP,6.4000001,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,6.4000001,EAS,South,Upper middle income,EAS,North,High income
THA,900140,SGP,10.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,847210,SGP,10.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,901730,SGP,0.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,853110,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,840820,SGP,10.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
SAU,854390,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,MEA,South,High income,EAS,North,High income
THA,846210,SGP,5.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,401694,SGP,10.0,0.0,1,40,39-40  Plastics / Rubbers,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,680293,SGP,30.000002,0.0,1,68,68-71  Stone / Glass ,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,851529,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,750300,SGP,0.0,0.0,1,75,72-83  Metals ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,290110,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,820551,SGP,10.0,0.0,1,82,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,30342,SGP,0.0,0.0,1,3,01-05  Animal & Animal Products,Agriculture,0.0,EAS,South,Upper middle income,EAS,North,High income
SAU,290719,SGP,5.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
THA,381119,SGP,5.0,0.0,1,38,28-38  Chemicals & Allied Industries ,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,291590,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,722220,SGP,5.0,0.0,1,72,72-83  Metals ,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,90220,SGP,90.0,0.0,1,9,06-15  Vegetable Products,Agriculture,90.0,EAS,South,Upper middle income,EAS,North,High income
SAU,290512,SGP,5.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
THA,390430,SGP,5.0,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,230990,SGP,9.0,0.0,1,23,16-24  Foodstuffs,Agriculture,9.0,EAS,South,Upper middle income,EAS,North,High income
THA,901410,SGP,0.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,551349,SGP,5.0,0.0,1,55,50-63  Textiles,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
SAU,380893,SGP,5.0,0.0,1,38,28-38  Chemicals & Allied Industries ,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
THA,731823,SGP,10.0,0.0,1,73,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,820590,SGP,10.0,0.0,1,82,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,621600,SGP,30.000002,0.0,1,62,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,290930,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,630240,SGP,30.000002,0.0,1,63,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,620520,SGP,30.000002,0.0,1,62,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,630319,SGP,30.000002,0.0,1,63,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
SAU,902720,SGP,0.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,0.0,MEA,South,High income,EAS,North,High income
THA,940110,SGP,10.0,0.0,1,94,90-97  Miscellaneous,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,300640,SGP,10.0,0.0,1,30,28-38  Chemicals & Allied Industries ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,940190,SGP,10.0,0.0,1,94,90-97  Miscellaneous,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
SAU,151329,SGP,5.0,5.0,1,15,06-15  Vegetable Products,Agriculture,0.0,MEA,South,High income,EAS,North,High income
THA,291615,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,490900,SGP,10.0,0.0,1,49,44-49  Wood & Wood Products,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,840991,SGP,8.363637,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,8.363637,EAS,South,Upper middle income,EAS,North,High income
THA,853529,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,620721,SGP,30.000002,0.0,1,62,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,903032,SGP,0.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,950300,SGP,19.23077,0.0,1,95,90-97  Miscellaneous,Manufacturing,19.23077,EAS,South,Upper middle income,EAS,North,High income
THA,851230,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,844859,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,830220,SGP,10.0,0.0,1,83,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,940330,SGP,20.0,0.0,1,94,90-97  Miscellaneous,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
SAU,847130,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,MEA,South,High income,EAS,North,High income
SAU,320290,SGP,5.0,0.0,1,32,28-38  Chemicals & Allied Industries ,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
SAU,901490,SGP,5.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
THA,600632,SGP,5.0,0.0,1,60,50-63  Textiles,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,740921,SGP,5.0,0.0,1,74,72-83  Metals ,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,820530,SGP,10.0,0.0,1,82,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,720719,SGP,0.0,0.0,1,72,72-83  Metals ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,840390,SGP,10.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,680430,SGP,5.0,0.0,1,68,68-71  Stone / Glass ,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,570320,SGP,30.000002,0.0,1,57,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,722990,SGP,2.5,0.0,1,72,72-83  Metals ,Manufacturing,2.5,EAS,South,Upper middle income,EAS,North,High income
THA,846693,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,620590,SGP,30.000002,0.0,1,62,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,650610,SGP,26.000002,0.0,1,65,64-67  Footwear / Headgear,Manufacturing,26.000002,EAS,South,Upper middle income,EAS,North,High income
THA,871680,SGP,40.0,0.0,1,87,86-89  Transportation ,Manufacturing,40.0,EAS,South,Upper middle income,EAS,North,High income
THA,852359,SGP,1.666667,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,1.666667,EAS,South,Upper middle income,EAS,North,High income
THA,820730,SGP,10.0,0.0,1,82,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,961220,SGP,20.0,0.0,1,96,90-97  Miscellaneous,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
THA,901510,SGP,0.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,853521,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,130232,SGP,5.0,0.0,1,13,06-15  Vegetable Products,Agriculture,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,610190,SGP,30.000002,0.0,1,61,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,920120,SGP,10.0,0.0,1,92,90-97  Miscellaneous,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,940370,SGP,20.0,0.0,1,94,90-97  Miscellaneous,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
THA,901210,SGP,0.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,291620,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,843141,SGP,5.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,30381,SGP,0.0,0.0,1,3,01-05  Animal & Animal Products,Agriculture,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,841231,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,902730,SGP,0.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,950651,SGP,10.0,0.0,1,95,90-97  Miscellaneous,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,853630,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,291713,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,380400,SGP,5.0,0.0,1,38,28-38  Chemicals & Allied Industries ,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,290711,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
SAU,180690,SGP,5.0,0.0,1,18,16-24  Foodstuffs,Agriculture,5.0,MEA,South,High income,EAS,North,High income
SAU,852352,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,MEA,South,High income,EAS,North,High income
SAU,850300,SGP,5.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
THA,481190,SGP,7.5000005,0.0,1,48,44-49  Wood & Wood Products,Manufacturing,7.5000005,EAS,South,Upper middle income,EAS,North,High income
THA,950631,SGP,10.0,0.0,1,95,90-97  Miscellaneous,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
SAU,841430,SGP,5.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
THA,340311,SGP,5.0,0.0,1,34,28-38  Chemicals & Allied Industries ,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
SAU,848410,SGP,5.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
THA,330491,SGP,30.000002,0.0,1,33,28-38  Chemicals & Allied Industries ,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,851680,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,570239,SGP,30.000002,0.0,1,57,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,902212,SGP,0.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,710310,SGP,0.0,0.0,1,71,68-71  Stone / Glass ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,253010,SGP,0.0,0.0,1,25,25-27  Mineral Products ,Natural Resources,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,292213,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,320720,SGP,5.0,0.0,1,32,28-38  Chemicals & Allied Industries ,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,520919,SGP,5.0,0.0,1,52,50-63  Textiles,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,283220,SGP,0.0,0.0,1,28,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,800700,SGP,3.333334,0.0,1,80,72-83  Metals ,Manufacturing,3.333334,EAS,South,Upper middle income,EAS,North,High income
THA,591120,SGP,10.0,0.0,1,59,50-63  Textiles,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,681099,SGP,10.0,0.0,1,68,68-71  Stone / Glass ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,293729,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,853222,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,732611,SGP,10.0,0.0,1,73,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,821520,SGP,10.0,0.0,1,82,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,843142,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,710490,SGP,0.0,0.0,1,71,68-71  Stone / Glass ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,320417,SGP,0.0,0.0,1,32,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,610444,SGP,30.000002,0.0,1,61,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
SAU,320210,SGP,5.0,0.0,1,32,28-38  Chemicals & Allied Industries ,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
THA,390791,SGP,5.0,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,847890,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,291211,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,940389,SGP,20.0,0.0,1,94,90-97  Miscellaneous,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
THA,870919,SGP,20.0,0.0,1,87,86-89  Transportation ,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
SAU,848140,SGP,5.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
THA,847141,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,321290,SGP,0.0,0.0,1,32,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,290511,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,284150,SGP,0.0,0.0,1,28,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,30285,SGP,0.0,0.0,1,3,01-05  Animal & Animal Products,Agriculture,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,850610,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,843319,SGP,10.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
SAU,730791,SGP,5.0,0.0,1,73,72-83  Metals ,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
THA,842111,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,848310,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,710391,SGP,0.0,0.0,1,71,68-71  Stone / Glass ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,900850,SGP,5.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,702000,SGP,4.2857141,0.0,1,70,68-71  Stone / Glass ,Manufacturing,4.2857141,EAS,South,Upper middle income,EAS,North,High income
THA,750620,SGP,0.0,0.0,1,75,72-83  Metals ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,391910,SGP,5.0,0.0,1,39,39-40  Plastics / Rubbers,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
SAU,711311,SGP,5.0,0.0,1,71,68-71  Stone / Glass ,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
THA,620119,SGP,30.000002,0.0,1,62,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,611594,SGP,30.000002,0.0,1,61,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,30789,SGP,30.000002,0.0,1,3,01-05  Animal & Animal Products,Agriculture,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,200919,SGP,10.0,0.0,1,20,16-24  Foodstuffs,Agriculture,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,961380,SGP,5.0,0.0,1,96,90-97  Miscellaneous,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,290531,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
SAU,330749,SGP,5.0,0.0,1,33,28-38  Chemicals & Allied Industries ,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
THA,41000,SGP,0.0,0.0,1,4,01-05  Animal & Animal Products,Agriculture,0.0,EAS,South,Upper middle income,EAS,North,High income
SAU,270730,SGP,5.0,0.0,1,27,25-27  Mineral Products ,Natural Resources,5.0,MEA,South,High income,EAS,North,High income
SAU,640291,SGP,5.0,0.0,1,64,64-67  Footwear / Headgear,Manufacturing,5.0,MEA,South,High income,EAS,North,High income
THA,30614,SGP,20.0,0.0,1,3,01-05  Animal & Animal Products,Agriculture,20.0,EAS,South,Upper middle income,EAS,North,High income
THA,940140,SGP,20.0,0.0,1,94,90-97  Miscellaneous,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
THA,91099,SGP,27.000002,0.0,1,9,06-15  Vegetable Products,Agriculture,27.000002,EAS,South,Upper middle income,EAS,North,High income
THA,510610,SGP,5.0,0.0,1,51,50-63  Textiles,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,30111,SGP,30.000002,0.0,1,3,01-05  Animal & Animal Products,Agriculture,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,900190,SGP,10.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,854890,SGP,10.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,721914,SGP,0.0,0.0,1,72,72-83  Metals ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,847310,SGP,0.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,701951,SGP,5.0,0.0,1,70,68-71  Stone / Glass ,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,820713,SGP,10.0,0.0,1,82,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,292151,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,620711,SGP,30.000002,0.0,1,62,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,210112,SGP,49.0,0.0,1,21,16-24  Foodstuffs,Agriculture,49.0,EAS,South,Upper middle income,EAS,North,High income
THA,902820,SGP,10.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,291532,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,251749,SGP,0.0,0.0,1,25,25-27  Mineral Products ,Natural Resources,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,820110,SGP,10.0,0.0,1,82,72-83  Metals ,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,170410,SGP,30.000002,0.0,1,17,16-24  Foodstuffs,Agriculture,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,411390,SGP,5.0,0.0,1,41,"41-43  Raw Hides, Skins, Leather, & Furs",Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,910599,SGP,20.0,0.0,1,91,90-97  Miscellaneous,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
SAU,848110,SGP,5.0,5.0,1,84,84-85  Machinery / Electrical,Manufacturing,0.0,MEA,South,High income,EAS,North,High income
THA,290613,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,250900,SGP,0.0,0.0,1,25,25-27  Mineral Products ,Natural Resources,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,160239,SGP,30.000002,0.0,1,16,16-24  Foodstuffs,Agriculture,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,900580,SGP,5.0,0.0,1,90,90-97  Miscellaneous,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,110812,SGP,30.000002,0.0,1,11,06-15  Vegetable Products,Agriculture,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,292219,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,220820,SGP,60.000004,0.0,1,22,16-24  Foodstuffs,Agriculture,60.000004,EAS,South,Upper middle income,EAS,North,High income
THA,293190,SGP,0.0,0.0,1,29,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,741012,SGP,5.0,0.0,1,74,72-83  Metals ,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,960350,SGP,10.0,0.0,1,96,90-97  Miscellaneous,Manufacturing,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,621132,SGP,23.333336,0.0,1,62,50-63  Textiles,Manufacturing,23.333336,EAS,South,Upper middle income,EAS,North,High income
THA,283329,SGP,0.0,0.0,1,28,28-38  Chemicals & Allied Industries ,Manufacturing,0.0,EAS,South,Upper middle income,EAS,North,High income
SAU,852580,SGP,0.0,0.0,1,85,84-85  Machinery / Electrical,Manufacturing,0.0,MEA,South,High income,EAS,North,High income
THA,841319,SGP,5.0,0.0,1,84,84-85  Machinery / Electrical,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,621030,SGP,20.0,0.0,1,62,50-63  Textiles,Manufacturing,20.0,EAS,South,Upper middle income,EAS,North,High income
THA,610220,SGP,30.000002,0.0,1,61,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,220190,SGP,0.0,0.0,1,22,16-24  Foodstuffs,Agriculture,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,611599,SGP,30.000002,0.0,1,61,50-63  Textiles,Manufacturing,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,621142,SGP,23.333336,0.0,1,62,50-63  Textiles,Manufacturing,23.333336,EAS,South,Upper middle income,EAS,North,High income
THA,251200,SGP,0.0,0.0,1,25,25-27  Mineral Products ,Natural Resources,0.0,EAS,South,Upper middle income,EAS,North,High income
THA,540823,SGP,5.0,0.0,1,54,50-63  Textiles,Manufacturing,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,210210,SGP,10.0,0.0,1,21,16-24  Foodstuffs,Agriculture,10.0,EAS,South,Upper middle income,EAS,North,High income
THA,230250,SGP,9.0,0.0,1,23,16-24  Foodstuffs,Agriculture,9.0,EAS,South,Upper middle income,EAS,North,High income
THA,30389,SGP,1.071429,0.0,1,3,01-05  Animal & Animal Products,Agriculture,1.071429,EAS,South,Upper middle income,EAS,North,High income
THA,30461,SGP,5.0,0.0,1,3,01-05  Animal & Animal Products,Agriculture,5.0,EAS,South,Upper middle income,EAS,North,High income
THA,30629,SGP,8.0,0.0,1,3,01-05  Animal & Animal Products,Agriculture,8.0,EAS,South,Upper middle income,EAS,North,High income
THA,40510,SGP,30.000002,0.0,1,4,01-05  Animal & Animal Products,Agriculture,30.000002,EAS,South,Upper middle income,EAS,North,High income
THA,40620,SGP,30.000002,0.0,1,4,01-05  Animal & Animal Products,Agriculture,30.000002,EAS,South,Upper middle income,EAS,North,High income
